"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"P-030-4","Target XOR Subarray Count Tracker","Platinum","Hash Maps","XOR combines bits and cancels equal values: x XOR x is 0. A subarray is a consecutive non-empty part of the array.","Count subarrays whose XOR is exactly K. Keep the required tie rule unchanged.","Line 1: N K.
Line 2: N non-negative integers.","1 <= N <= 200000
values and K: 0 to 2^30 - 1
count may require 64-bit","1 1
1","1","1 1
1","1","3 0
1 2 3","1","5 6
4 2 2 6 4","4","3 0
0 0 0","6","3 5
5 5 5","4","4 0
1 1 1 1","4","5 6
3 8 2 6 4","1","4 7
7 7 7 7","6"
"P-030-5","Target XOR Subarray Count Verifier","Platinum","Hash Maps","XOR combines bits and cancels equal values: x XOR x is 0. A subarray is a consecutive non-empty part of the array.","Count subarrays whose XOR is exactly K. Use the same input and output rules.","Line 1: N K.
Line 2: N non-negative integers.","1 <= N <= 200000
values and K: 0 to 2^30 - 1
count may require 64-bit","1 1
1","1","1 1
1","1","3 0
1 2 3","1","5 6
4 2 2 6 4","4","3 0
0 0 0","6","3 5
5 5 5","4","4 0
1 1 1 1","4","5 6
3 8 2 6 4","1","4 7
7 7 7 7","6"
"P-031-1","Range Bitwise AND","Platinum","Bit Manipulation","Bitwise AND keeps a bit as 1 only when that bit is 1 in every number. A range includes both endpoints.","Print the bitwise AND of every integer from L through R inclusive. Use the stated rule exactly.","Line 1: L R.","0 <= L <= R <= 2^31 - 1","0 0","0","0 0","0","5 7","4","12 15","12","10 11","10","1 2147483647","0","8 8","8","17 23","16","100 127","96"
"P-031-2","Range Bitwise AND Planner","Platinum","Bit Manipulation","Bitwise AND keeps a bit as 1 only when that bit is 1 in every number. A range includes both endpoints.","Print the bitwise AND of every integer from L through R inclusive. Treat all values as part of one ordered scenario.","Line 1: L R.","0 <= L <= R <= 2^31 - 1","0 0","0","0 0","0","5 7","4","12 15","12","10 11","10","1 2147483647","0","8 8","8","17 23","16","100 127","96"
"P-031-3","Range Bitwise AND Checkpoint","Platinum","Bit Manipulation","Bitwise AND keeps a bit as 1 only when that bit is 1 in every number. A range includes both endpoints.","Print the bitwise AND of every integer from L through R inclusive. Report the defined result without extra text.","Line 1: L R.","0 <= L <= R <= 2^31 - 1","0 0","0","0 0","0","5 7","4","12 15","12","10 11","10","1 2147483647","0","8 8","8","17 23","16","100 127","96"
"P-031-4","Range Bitwise AND Tracker","Platinum","Bit Manipulation","Bitwise AND keeps a bit as 1 only when that bit is 1 in every number. A range includes both endpoints.","Print the bitwise AND of every integer from L through R inclusive. Keep the required tie rule unchanged.","Line 1: L R.","0 <= L <= R <= 2^31 - 1","0 0","0","0 0","0","5 7","4","12 15","12","10 11","10","1 2147483647","0","8 8","8","17 23","16","100 127","96"
"P-031-5","Range Bitwise AND Verifier","Platinum","Bit Manipulation","Bitwise AND keeps a bit as 1 only when that bit is 1 in every number. A range includes both endpoints.","Print the bitwise AND of every integer from L through R inclusive. Use the same input and output rules.","Line 1: L R.","0 <= L <= R <= 2^31 - 1","0 0","0","0 0","0","5 7","4","12 15","12","10 11","10","1 2147483647","0","8 8","8","17 23","16","100 127","96"
"P-032-1","Minimum Maximum Pair Gap","Platinum","Binary Search","Choose the stated number of disjoint pairs, so one value cannot belong to two pairs. A pair gap is the absolute difference of its two values.","Print the smallest possible value of the largest chosen pair gap. Use the stated rule exactly.","Line 1: N P.
Line 2: N integers.","1 <= 2P <= N <= 200000
values: -10^9 to 10^9","2 1
1 2","1","2 1
1 2","1","5 2
1 3 6 19 20","2","6 2
10 1 2 7 1 3","1","4 2
1 1 1 1","0","3 1
1 5 9","4","4 2
4 2 1 2","2","6 3
1 2 3 4 5 6","1","4 2
100 1 50 51","49"
"P-032-2","Minimum Maximum Pair Gap Planner","Platinum","Binary Search","Choose the stated number of disjoint pairs, so one value cannot belong to two pairs. A pair gap is the absolute difference of its two values.","Print the smallest possible value of the largest chosen pair gap. Treat all values as part of one ordered scenario.","Line 1: N P.
Line 2: N integers.","1 <= 2P <= N <= 200000
values: -10^9 to 10^9","2 1
1 2","1","2 1
1 2","1","5 2
1 3 6 19 20","2","6 2
10 1 2 7 1 3","1","4 2
1 1 1 1","0","3 1
1 5 9","4","4 2
4 2 1 2","2","6 3
1 2 3 4 5 6","1","4 2
100 1 50 51","49"
"P-032-3","Minimum Maximum Pair Gap Checkpoint","Platinum","Binary Search","Choose the stated number of disjoint pairs, so one value cannot belong to two pairs. A pair gap is the absolute difference of its two values.","Print the smallest possible value of the largest chosen pair gap. Report the defined result without extra text.","Line 1: N P.
Line 2: N integers.","1 <= 2P <= N <= 200000
values: -10^9 to 10^9","2 1
1 2","1","2 1
1 2","1","5 2
1 3 6 19 20","2","6 2
10 1 2 7 1 3","1","4 2
1 1 1 1","0","3 1
1 5 9","4","4 2
4 2 1 2","2","6 3
1 2 3 4 5 6","1","4 2
100 1 50 51","49"
"P-032-4","Minimum Maximum Pair Gap Tracker","Platinum","Binary Search","Choose the stated number of disjoint pairs, so one value cannot belong to two pairs. A pair gap is the absolute difference of its two values.","Print the smallest possible value of the largest chosen pair gap. Keep the required tie rule unchanged.","Line 1: N P.
Line 2: N integers.","1 <= 2P <= N <= 200000
values: -10^9 to 10^9","2 1
1 2","1","2 1
1 2","1","5 2
1 3 6 19 20","2","6 2
10 1 2 7 1 3","1","4 2
1 1 1 1","0","3 1
1 5 9","4","4 2
4 2 1 2","2","6 3
1 2 3 4 5 6","1","4 2
100 1 50 51","49"
"P-032-5","Minimum Maximum Pair Gap Verifier","Platinum","Binary Search","Choose the stated number of disjoint pairs, so one value cannot belong to two pairs. A pair gap is the absolute difference of its two values.","Print the smallest possible value of the largest chosen pair gap. Use the same input and output rules.","Line 1: N P.
Line 2: N integers.","1 <= 2P <= N <= 200000
values: -10^9 to 10^9","2 1
1 2","1","2 1
1 2","1","5 2
1 3 6 19 20","2","6 2
10 1 2 7 1 3","1","4 2
1 1 1 1","0","3 1
1 5 9","4","4 2
4 2 1 2","2","6 3
1 2 3 4 5 6","1","4 2
100 1 50 51","49"
"P-033-1","Smallest Stack Output","Platinum","Stacks","Read letters left to right. You may push each read letter onto a stack and may pop only from the top. The output is built from popped letters.","Print the lexicographically smallest string obtainable through one stack. Use the stated rule exactly.","Line 1: a lowercase string S.","1 <= |S| <= 200000
S uses lowercase English letters","a","a","a","a","ba","ab","cba","abc","zza","azz","baca","aacb","leetcode","cdeoteel","abcabc","aabcbc","dcba","abcd"
"P-033-2","Smallest Stack Output Planner","Platinum","Stacks","Read letters left to right. You may push each read letter onto a stack and may pop only from the top. The output is built from popped letters.","Print the lexicographically smallest string obtainable through one stack. Treat all values as part of one ordered scenario.","Line 1: a lowercase string S.","1 <= |S| <= 200000
S uses lowercase English letters","a","a","a","a","ba","ab","cba","abc","zza","azz","baca","aacb","leetcode","cdeoteel","abcabc","aabcbc","dcba","abcd"
"P-033-3","Smallest Stack Output Checkpoint","Platinum","Stacks","Read letters left to right. You may push each read letter onto a stack and may pop only from the top. The output is built from popped letters.","Print the lexicographically smallest string obtainable through one stack. Report the defined result without extra text.","Line 1: a lowercase string S.","1 <= |S| <= 200000
S uses lowercase English letters","a","a","a","a","ba","ab","cba","abc","zza","azz","baca","aacb","leetcode","cdeoteel","abcabc","aabcbc","dcba","abcd"
"P-033-4","Smallest Stack Output Tracker","Platinum","Stacks","Read letters left to right. You may push each read letter onto a stack and may pop only from the top. The output is built from popped letters.","Print the lexicographically smallest string obtainable through one stack. Keep the required tie rule unchanged.","Line 1: a lowercase string S.","1 <= |S| <= 200000
S uses lowercase English letters","a","a","a","a","ba","ab","cba","abc","zza","azz","baca","aacb","leetcode","cdeoteel","abcabc","aabcbc","dcba","abcd"
"P-033-5","Smallest Stack Output Verifier","Platinum","Stacks","Read letters left to right. You may push each read letter onto a stack and may pop only from the top. The output is built from popped letters.","Print the lexicographically smallest string obtainable through one stack. Use the same input and output rules.","Line 1: a lowercase string S.","1 <= |S| <= 200000
S uses lowercase English letters","a","a","a","a","ba","ab","cba","abc","zza","azz","baca","aacb","leetcode","cdeoteel","abcabc","aabcbc","dcba","abcd"
"P-034-1","Shortest Sortedness Removal","Platinum","Two Pointers","Removing one contiguous subarray joins the values before it to the values after it. The remaining sequence must be nondecreasing, allowing equal neighbors.","Print the shortest length of one contiguous subarray to remove so the remaining values are nondecreasing. Use the stated rule exactly.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","3
1 2 3","0","8
1 2 3 10 4 2 3 5","3","5
5 4 3 2 1","4","5
1 2 3 4 0","1","5
1 2 5 3 4","1","5
1 2 2 2 1","1","10
6 3 10 11 15 20 13 3 18 12","8"
"P-034-2","Shortest Sortedness Removal Planner","Platinum","Two Pointers","Removing one contiguous subarray joins the values before it to the values after it. The remaining sequence must be nondecreasing, allowing equal neighbors.","Print the shortest length of one contiguous subarray to remove so the remaining values are nondecreasing. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","3
1 2 3","0","8
1 2 3 10 4 2 3 5","3","5
5 4 3 2 1","4","5
1 2 3 4 0","1","5
1 2 5 3 4","1","5
1 2 2 2 1","1","10
6 3 10 11 15 20 13 3 18 12","8"
"P-034-3","Shortest Sortedness Removal Checkpoint","Platinum","Two Pointers","Removing one contiguous subarray joins the values before it to the values after it. The remaining sequence must be nondecreasing, allowing equal neighbors.","Print the shortest length of one contiguous subarray to remove so the remaining values are nondecreasing. Report the defined result without extra text.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","3
1 2 3","0","8
1 2 3 10 4 2 3 5","3","5
5 4 3 2 1","4","5
1 2 3 4 0","1","5
1 2 5 3 4","1","5
1 2 2 2 1","1","10
6 3 10 11 15 20 13 3 18 12","8"
"P-034-4","Shortest Sortedness Removal Tracker","Platinum","Two Pointers","Removing one contiguous subarray joins the values before it to the values after it. The remaining sequence must be nondecreasing, allowing equal neighbors.","Print the shortest length of one contiguous subarray to remove so the remaining values are nondecreasing. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","3
1 2 3","0","8
1 2 3 10 4 2 3 5","3","5
5 4 3 2 1","4","5
1 2 3 4 0","1","5
1 2 5 3 4","1","5
1 2 2 2 1","1","10
6 3 10 11 15 20 13 3 18 12","8"
"P-034-5","Shortest Sortedness Removal Verifier","Platinum","Two Pointers","Removing one contiguous subarray joins the values before it to the values after it. The remaining sequence must be nondecreasing, allowing equal neighbors.","Print the shortest length of one contiguous subarray to remove so the remaining values are nondecreasing. Use the same input and output rules.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","3
1 2 3","0","8
1 2 3 10 4 2 3 5","3","5
5 4 3 2 1","4","5
1 2 3 4 0","1","5
1 2 5 3 4","1","5
1 2 2 2 1","1","10
6 3 10 11 15 20 13 3 18 12","8"
"P-035-1","Subarrays With Exact Odd Count","Platinum","Sliding Window","A subarray is a consecutive non-empty segment. An odd number leaves remainder 1 when divided by 2.","Count subarrays containing exactly K odd values. Use the stated rule exactly.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
0 <= K <= N
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","3 1
2 4 6","0","5 3
1 1 2 1 1","2","3 0
2 2 2","6","5 2
1 2 1 2 1","4","3 2
3 5 7","2","4 1
0 1 0 1","6","5 2
1 2 3 4 5","4"
"P-035-2","Subarrays With Exact Odd Count Planner","Platinum","Sliding Window","A subarray is a consecutive non-empty segment. An odd number leaves remainder 1 when divided by 2.","Count subarrays containing exactly K odd values. Treat all values as part of one ordered scenario.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
0 <= K <= N
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","3 1
2 4 6","0","5 3
1 1 2 1 1","2","3 0
2 2 2","6","5 2
1 2 1 2 1","4","3 2
3 5 7","2","4 1
0 1 0 1","6","5 2
1 2 3 4 5","4"
"P-035-3","Subarrays With Exact Odd Count Checkpoint","Platinum","Sliding Window","A subarray is a consecutive non-empty segment. An odd number leaves remainder 1 when divided by 2.","Count subarrays containing exactly K odd values. Report the defined result without extra text.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
0 <= K <= N
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","3 1
2 4 6","0","5 3
1 1 2 1 1","2","3 0
2 2 2","6","5 2
1 2 1 2 1","4","3 2
3 5 7","2","4 1
0 1 0 1","6","5 2
1 2 3 4 5","4"
"P-035-4","Subarrays With Exact Odd Count Tracker","Platinum","Sliding Window","A subarray is a consecutive non-empty segment. An odd number leaves remainder 1 when divided by 2.","Count subarrays containing exactly K odd values. Keep the required tie rule unchanged.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
0 <= K <= N
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","3 1
2 4 6","0","5 3
1 1 2 1 1","2","3 0
2 2 2","6","5 2
1 2 1 2 1","4","3 2
3 5 7","2","4 1
0 1 0 1","6","5 2
1 2 3 4 5","4"
"P-035-5","Subarrays With Exact Odd Count Verifier","Platinum","Sliding Window","A subarray is a consecutive non-empty segment. An odd number leaves remainder 1 when divided by 2.","Count subarrays containing exactly K odd values. Use the same input and output rules.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
0 <= K <= N
values: -10^9 to 10^9
count may require 64-bit","1 1
1","1","1 1
1","1","3 1
2 4 6","0","5 3
1 1 2 1 1","2","3 0
2 2 2","6","5 2
1 2 1 2 1","4","3 2
3 5 7","2","4 1
0 1 0 1","6","5 2
1 2 3 4 5","4"
"P-036-1","Nonnegative Prefix Check","Platinum","Arrays","A prefix is the beginning of a sequence. Its prefix sum is the total of all values seen so far.","Print YES if every prefix sum is at least zero; otherwise print NO. Use the stated rule exactly.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","YES","1
1","YES","1
-1","NO","2
1 -1","YES","3
2 -3 2","NO","3
0 0 0","YES","3
-2 3 -1","NO","3
5 -4 -1","YES","5
1 2 -1 -1 -1","YES"
"P-036-2","Nonnegative Prefix Check Planner","Platinum","Arrays","A prefix is the beginning of a sequence. Its prefix sum is the total of all values seen so far.","Print YES if every prefix sum is at least zero; otherwise print NO. Treat all values as part of one ordered scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","YES","1
1","YES","1
-1","NO","2
1 -1","YES","3
2 -3 2","NO","3
0 0 0","YES","3
-2 3 -1","NO","3
5 -4 -1","YES","5
1 2 -1 -1 -1","YES"
"P-036-3","Nonnegative Prefix Check Checkpoint","Platinum","Arrays","A prefix is the beginning of a sequence. Its prefix sum is the total of all values seen so far.","Print YES if every prefix sum is at least zero; otherwise print NO. Report the defined result without extra text.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","YES","1
1","YES","1
-1","NO","2
1 -1","YES","3
2 -3 2","NO","3
0 0 0","YES","3
-2 3 -1","NO","3
5 -4 -1","YES","5
1 2 -1 -1 -1","YES"
"P-036-4","Nonnegative Prefix Check Tracker","Platinum","Arrays","A prefix is the beginning of a sequence. Its prefix sum is the total of all values seen so far.","Print YES if every prefix sum is at least zero; otherwise print NO. Keep the required tie rule unchanged.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","YES","1
1","YES","1
-1","NO","2
1 -1","YES","3
2 -3 2","NO","3
0 0 0","YES","3
-2 3 -1","NO","3
5 -4 -1","YES","5
1 2 -1 -1 -1","YES"
"P-036-5","Nonnegative Prefix Check Verifier","Platinum","Arrays","A prefix is the beginning of a sequence. Its prefix sum is the total of all values seen so far.","Print YES if every prefix sum is at least zero; otherwise print NO. Use the same input and output rules.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","YES","1
1","YES","1
-1","NO","2
1 -1","YES","3
2 -3 2","NO","3
0 0 0","YES","3
-2 3 -1","NO","3
5 -4 -1","YES","5
1 2 -1 -1 -1","YES"
"P-037-1","Shortest Island Bridge","Platinum","BFS","Land cells are 1 and water cells are 0. You may flip water into land to connect two separate islands, using the fewest flips.","Print the minimum water cells that must be flipped to connect the two islands. Use the stated rule exactly.","Line 1: R C.
Next R lines: C characters 0 or 1.","2 <= R,C <= 200
grid contains exactly two islands
islands connect only vertically or horizontally","2 2
11
11","-1","2 2
11
11","-1","2 2
10
01","1","3 3
100
000
001","3","3 3
110
000
011","1","3 3
101
000
101","1","4 4
1000
0000
0001
1111","2","4 4
1100
1100
0011
0011","1","3 3
100
000
010","2"
"P-037-2","Shortest Island Bridge Planner","Platinum","BFS","Land cells are 1 and water cells are 0. You may flip water into land to connect two separate islands, using the fewest flips.","Print the minimum water cells that must be flipped to connect the two islands. Treat all values as part of one ordered scenario.","Line 1: R C.
Next R lines: C characters 0 or 1.","2 <= R,C <= 200
grid contains exactly two islands
islands connect only vertically or horizontally","2 2
11
11","-1","2 2
11
11","-1","2 2
10
01","1","3 3
100
000
001","3","3 3
110
000
011","1","3 3
101
000
101","1","4 4
1000
0000
0001
1111","2","4 4
1100
1100
0011
0011","1","3 3
100
000
010","2"
"P-037-3","Shortest Island Bridge Checkpoint","Platinum","BFS","Land cells are 1 and water cells are 0. You may flip water into land to connect two separate islands, using the fewest flips.","Print the minimum water cells that must be flipped to connect the two islands. Report the defined result without extra text.","Line 1: R C.
Next R lines: C characters 0 or 1.","2 <= R,C <= 200
grid contains exactly two islands
islands connect only vertically or horizontally","2 2
11
11","-1","2 2
11
11","-1","2 2
10
01","1","3 3
100
000
001","3","3 3
110
000
011","1","3 3
101
000
101","1","4 4
1000
0000
0001
1111","2","4 4
1100
1100
0011
0011","1","3 3
100
000
010","2"
"P-037-4","Shortest Island Bridge Tracker","Platinum","BFS","Land cells are 1 and water cells are 0. You may flip water into land to connect two separate islands, using the fewest flips.","Print the minimum water cells that must be flipped to connect the two islands. Keep the required tie rule unchanged.","Line 1: R C.
Next R lines: C characters 0 or 1.","2 <= R,C <= 200
grid contains exactly two islands
islands connect only vertically or horizontally","2 2
11
11","-1","2 2
11
11","-1","2 2
10
01","1","3 3
100
000
001","3","3 3
110
000
011","1","3 3
101
000
101","1","4 4
1000
0000
0001
1111","2","4 4
1100
1100
0011
0011","1","3 3
100
000
010","2"
"P-037-5","Shortest Island Bridge Verifier","Platinum","BFS","Land cells are 1 and water cells are 0. You may flip water into land to connect two separate islands, using the fewest flips.","Print the minimum water cells that must be flipped to connect the two islands. Use the same input and output rules.","Line 1: R C.
Next R lines: C characters 0 or 1.","2 <= R,C <= 200
grid contains exactly two islands
islands connect only vertically or horizontally","2 2
11
11","-1","2 2
11
11","-1","2 2
10
01","1","3 3
100
000
001","3","3 3
110
000
011","1","3 3
101
000
101","1","4 4
1000
0000
0001
1111","2","4 4
1100
1100
0011
0011","1","3 3
100
000
010","2"
"P-038-1","Fewest Reusable Coins","Platinum","Dynamic Programming","A denomination may be used any number of times. The goal is to reach the target exactly with as few coins as possible.","Print the minimum number of coins totaling T, or -1 if T cannot be formed. Use the stated rule exactly.","Line 1: N T.
Line 2: N positive denominations.","1 <= N <= 100
0 <= T <= 100000
denominations: 1 to 100000","1 0
1","0","1 0
1","0","1 7
1","7","3 11
1 2 5","3","1 3
2","-1","2 8
2 4","2","2 6
3 4","2","2 1
5 7","-1","3 6
1 3 4","2"
"P-038-2","Fewest Reusable Coins Planner","Platinum","Dynamic Programming","A denomination may be used any number of times. The goal is to reach the target exactly with as few coins as possible.","Print the minimum number of coins totaling T, or -1 if T cannot be formed. Treat all values as part of one ordered scenario.","Line 1: N T.
Line 2: N positive denominations.","1 <= N <= 100
0 <= T <= 100000
denominations: 1 to 100000","1 0
1","0","1 0
1","0","1 7
1","7","3 11
1 2 5","3","1 3
2","-1","2 8
2 4","2","2 6
3 4","2","2 1
5 7","-1","3 6
1 3 4","2"
"P-038-3","Fewest Reusable Coins Checkpoint","Platinum","Dynamic Programming","A denomination may be used any number of times. The goal is to reach the target exactly with as few coins as possible.","Print the minimum number of coins totaling T, or -1 if T cannot be formed. Report the defined result without extra text.","Line 1: N T.
Line 2: N positive denominations.","1 <= N <= 100
0 <= T <= 100000
denominations: 1 to 100000","1 0
1","0","1 0
1","0","1 7
1","7","3 11
1 2 5","3","1 3
2","-1","2 8
2 4","2","2 6
3 4","2","2 1
5 7","-1","3 6
1 3 4","2"
"P-038-4","Fewest Reusable Coins Tracker","Platinum","Dynamic Programming","A denomination may be used any number of times. The goal is to reach the target exactly with as few coins as possible.","Print the minimum number of coins totaling T, or -1 if T cannot be formed. Keep the required tie rule unchanged.","Line 1: N T.
Line 2: N positive denominations.","1 <= N <= 100
0 <= T <= 100000
denominations: 1 to 100000","1 0
1","0","1 0
1","0","1 7
1","7","3 11
1 2 5","3","1 3
2","-1","2 8
2 4","2","2 6
3 4","2","2 1
5 7","-1","3 6
1 3 4","2"
"P-038-5","Fewest Reusable Coins Verifier","Platinum","Dynamic Programming","A denomination may be used any number of times. The goal is to reach the target exactly with as few coins as possible.","Print the minimum number of coins totaling T, or -1 if T cannot be formed. Use the same input and output rules.","Line 1: N T.
Line 2: N positive denominations.","1 <= N <= 100
0 <= T <= 100000
denominations: 1 to 100000","1 0
1","0","1 0
1","0","1 7
1","7","3 11
1 2 5","3","1 3
2","-1","2 8
2 4","2","2 6
3 4","2","2 1
5 7","-1","3 6
1 3 4","2"
"P-039-1","Capacity Value Pack","Platinum","Dynamic Programming","Each item may be taken once or left behind. Taken item weights must not exceed the capacity, and values add together.","Print the maximum total value that fits within capacity C. Use the stated rule exactly.","Line 1: N C.
Next N lines: weight value.","0 <= N <= 200
0 <= C <= 20000
weights: 1 to C when N > 0
values: 0 to 10^9","0 0
","0","0 0
","0","1 1
1 1","1","3 4
1 1
2 3
3 4","5","3 5
2 4
3 5
4 10","10","1 4
5 10","0","3 3
1 2
2 2
3 4","4","3 4
2 3
2 3
2 3","6","4 10
3 4
4 5
7 10
8 11","14"
"P-039-2","Capacity Value Pack Planner","Platinum","Dynamic Programming","Each item may be taken once or left behind. Taken item weights must not exceed the capacity, and values add together.","Print the maximum total value that fits within capacity C. Treat all values as part of one ordered scenario.","Line 1: N C.
Next N lines: weight value.","0 <= N <= 200
0 <= C <= 20000
weights: 1 to C when N > 0
values: 0 to 10^9","0 0
","0","0 0
","0","1 1
1 1","1","3 4
1 1
2 3
3 4","5","3 5
2 4
3 5
4 10","10","1 4
5 10","0","3 3
1 2
2 2
3 4","4","3 4
2 3
2 3
2 3","6","4 10
3 4
4 5
7 10
8 11","14"
"P-039-3","Capacity Value Pack Checkpoint","Platinum","Dynamic Programming","Each item may be taken once or left behind. Taken item weights must not exceed the capacity, and values add together.","Print the maximum total value that fits within capacity C. Report the defined result without extra text.","Line 1: N C.
Next N lines: weight value.","0 <= N <= 200
0 <= C <= 20000
weights: 1 to C when N > 0
values: 0 to 10^9","0 0
","0","0 0
","0","1 1
1 1","1","3 4
1 1
2 3
3 4","5","3 5
2 4
3 5
4 10","10","1 4
5 10","0","3 3
1 2
2 2
3 4","4","3 4
2 3
2 3
2 3","6","4 10
3 4
4 5
7 10
8 11","14"
"P-039-4","Capacity Value Pack Tracker","Platinum","Dynamic Programming","Each item may be taken once or left behind. Taken item weights must not exceed the capacity, and values add together.","Print the maximum total value that fits within capacity C. Keep the required tie rule unchanged.","Line 1: N C.
Next N lines: weight value.","0 <= N <= 200
0 <= C <= 20000
weights: 1 to C when N > 0
values: 0 to 10^9","0 0
","0","0 0
","0","1 1
1 1","1","3 4
1 1
2 3
3 4","5","3 5
2 4
3 5
4 10","10","1 4
5 10","0","3 3
1 2
2 2
3 4","4","3 4
2 3
2 3
2 3","6","4 10
3 4
4 5
7 10
8 11","14"
"P-039-5","Capacity Value Pack Verifier","Platinum","Dynamic Programming","Each item may be taken once or left behind. Taken item weights must not exceed the capacity, and values add together.","Print the maximum total value that fits within capacity C. Use the same input and output rules.","Line 1: N C.
Next N lines: weight value.","0 <= N <= 200
0 <= C <= 20000
weights: 1 to C when N > 0
values: 0 to 10^9","0 0
","0","0 0
","0","1 1
1 1","1","3 4
1 1
2 3
3 4","5","3 5
2 4
3 5
4 10","10","1 4
5 10","0","3 3
1 2
2 2
3 4","4","3 4
2 3
2 3
2 3","6","4 10
3 4
4 5
7 10
8 11","14"
"P-040-1","No-Equal-Neighbor String","Platinum","Greedy","Reorganizing a string means rearranging all of its letters. Neighboring letters are adjacent positions in the final string.","Print the lexicographically smallest reorganization with no equal neighboring letters, or IMPOSSIBLE if none exists. Use the stated rule exactly.","Line 1: lowercase string S.","1 <= |S| <= 8
S uses lowercase English letters","a","a","a","a","aa","IMPOSSIBLE","aab","aba","aaab","IMPOSSIBLE","aabb","abab","aaabbc","ababac","vvvlo","vlvov","aabbcc","abacbc"
"P-040-2","No-Equal-Neighbor String Planner","Platinum","Greedy","Reorganizing a string means rearranging all of its letters. Neighboring letters are adjacent positions in the final string.","Print the lexicographically smallest reorganization with no equal neighboring letters, or IMPOSSIBLE if none exists. Treat all values as part of one ordered scenario.","Line 1: lowercase string S.","1 <= |S| <= 8
S uses lowercase English letters","a","a","a","a","aa","IMPOSSIBLE","aab","aba","aaab","IMPOSSIBLE","aabb","abab","aaabbc","ababac","vvvlo","vlvov","aabbcc","abacbc"
"P-040-3","No-Equal-Neighbor String Checkpoint","Platinum","Greedy","Reorganizing a string means rearranging all of its letters. Neighboring letters are adjacent positions in the final string.","Print the lexicographically smallest reorganization with no equal neighboring letters, or IMPOSSIBLE if none exists. Report the defined result without extra text.","Line 1: lowercase string S.","1 <= |S| <= 8
S uses lowercase English letters","a","a","a","a","aa","IMPOSSIBLE","aab","aba","aaab","IMPOSSIBLE","aabb","abab","aaabbc","ababac","vvvlo","vlvov","aabbcc","abacbc"
"P-040-4","No-Equal-Neighbor String Tracker","Platinum","Greedy","Reorganizing a string means rearranging all of its letters. Neighboring letters are adjacent positions in the final string.","Print the lexicographically smallest reorganization with no equal neighboring letters, or IMPOSSIBLE if none exists. Keep the required tie rule unchanged.","Line 1: lowercase string S.","1 <= |S| <= 8
S uses lowercase English letters","a","a","a","a","aa","IMPOSSIBLE","aab","aba","aaab","IMPOSSIBLE","aabb","abab","aaabbc","ababac","vvvlo","vlvov","aabbcc","abacbc"
"P-040-5","No-Equal-Neighbor String Verifier","Platinum","Greedy","Reorganizing a string means rearranging all of its letters. Neighboring letters are adjacent positions in the final string.","Print the lexicographically smallest reorganization with no equal neighboring letters, or IMPOSSIBLE if none exists. Use the same input and output rules.","Line 1: lowercase string S.","1 <= |S| <= 8
S uses lowercase English letters","a","a","a","a","aa","IMPOSSIBLE","aab","aba","aaab","IMPOSSIBLE","aabb","abab","aaabbc","ababac","vvvlo","vlvov","aabbcc","abacbc"
